pressure,attribute size,attribute touchmajor,attribute touchminor,attribute duration,attribute flytime,attribute shake numeric,attribute orientation numeric
0.8438660776540003,0.8764505000996687,0.8382580673001738,1.38566378363435,315.15111347634394,602.7358817526311,790.6360175357463,9.0
0.7253332180569748,0.18169293735525327,2.234019371288764,2.493228279177874,6.070404850170518,866.2458470002879,547.0784270726773,9.0
0.4964738233957362,0.8435227372056583,4.259700293991097,9.865557473580212,352.74348384489997,254.38698408711392,403.8809319141336,5.0
0.8661300416074219,0.5340278439424611,6.642196044144938,4.734273047793354,739.6789916099658,200.06246945742845,789.6600486401891,8.0
0.5920586603536658,0.5650286434870005,1.905240550314642,8.683021375941491,968.3760123880746,18.396455603719488,262.14782814270666,8.0
0.27823269850804155,0.8970433824312709,2.848742370137871,0.8441358123101461,905.8486831099298,936.7410799225003,580.7798917819606,4.0
0.545246291152388,0.9745619221009104,7.461720469797767,9.28467072912806,671.0807967104157,573.716779233543,65.9179046248578,3.0
0.3095041013183284,0.5430337977550846,3.0192964416888035,6.5960920149370565,86.65635947843487,197.1497319637041,993.7115234024803,5.0
0.12667061657016554,0.9900358346005148,1.2166825799596892,5.347374219054278,215.06172736496376,912.1388316978766,18.01702663120785,6.0
0.9964839644938044,0.7334923111290359,8.680550500268035,5.036475231179192,428.43493651739954,793.3879238061372,397.6915637691406,9.0
0.8438660776540003,0.8764505000996687,0.8382580673001738,1.38566378363435,315.15111347634394,602.7358817526311,790.6360175357463,9.0
0.7253332180569748,0.18169293735525327,2.234019371288764,2.493228279177874,6.070404850170518,866.2458470002879,547.0784270726773,9.0
0.4964738233957362,0.8435227372056583,4.259700293991097,9.865557473580212,352.74348384489997,254.38698408711392,403.8809319141336,5.0
0.8661300416074219,0.5340278439424611,6.642196044144938,4.734273047793354,739.6789916099658,200.06246945742845,789.6600486401891,8.0
0.5920586603536658,0.5650286434870005,1.905240550314642,8.683021375941491,968.3760123880746,18.396455603719488,262.14782814270666,8.0
0.27823269850804155,0.8970433824312709,2.848742370137871,0.8441358123101461,905.8486831099298,936.7410799225003,580.7798917819606,4.0
0.545246291152388,0.9745619221009104,7.4617204697977675,9.28467072912806,671.0807967104157,573.716779233543,65.9179046248578,3.0
0.3095041013183284,0.5430337977550846,3.0192964416888035,6.5960920149370565,86.65635947843487,197.1497319637041,993.7115234024803,5.0
0.12667061657016554,0.9900358346005148,1.2166825799596892,5.347374219054278,215.06172736496376,912.1388316978766,18.01702663120785,6.0
0.9964839644938044,0.7334923111290359,8.680550500268035,5.036475231179192,428.43493651739954,793.3879238061372,397.6915637691406,9.0
0.4476723083523386,0.0999482397041378,3.4810563802463688,7.486366294416372,282.62004537101484,662.8884048880809,553.0994963571833,1.0
0.3920799150668334,0.15671014536507666,8.607100683876487,0.5230344040076007,815.3564982159952,580.167835164246,253.147265087603,8.0
