pressure,attribute size,attribute touchmajor,attribute touchminor,attribute duration,attribute flytime,attribute shake numeric,attribute orientation numeric
0.9935528417126659,0.9921383122112688,8.629323580725742,1.6663331834702275,204.50312593837955,555.3797134383642,623.6829252339655,2.0
0.3715607385342176,0.6784099177525025,0.9925444170069508,6.0972408102293185,880.0423961056633,175.5921177418853,543.279112392225,5.0
0.7212909500947696,0.04041856317960624,7.241310565873525,8.677562820857844,433.2532933816676,708.05943076775,294.25742194345133,1.0
0.5034910858348833,0.07579088466325845,1.6963555567365418,8.94662116558034,720.4872765868521,441.6113821565146,74.90772181755823,6.0
0.6617713766093253,0.7534342954325068,7.745781749196848,4.944179416718426,597.3781511730525,760.1771439022566,749.6570301407095,7.0
0.25356318966376834,0.1562091545465254,6.9957813342171775,2.7386407795547707,907.2371812977423,953.2391116778776,103.18255603954962,5.0
0.949793192092372,0.3818732064564279,6.188543907899367,7.058141126188878,100.48787138463322,7.376785455225133,651.4994211425709,2.0
0.19400455051639065,0.013358319732543422,4.559969525714833,3.4138830045142763,444.91406666016013,379.53652753058645,527.8381551490255,4.0
0.3505905666850672,0.08471491515009133,0.5435863271485009,9.599665933296233,44.18129029474015,506.8484571632502,946.0621114805457,2.0
0.8862862728286656,0.6871306039168862,7.772442609847515,2.8501143510029547,14.537023932192804,881.9079426580537,743.9016694786058,9.0
0.5705661053890039,0.930340902438076,4.990148469924417,0.07715957026655285,354.55709860293365,308.50033815951406,180.30176987926475,8.0
0.993552841712666,0.9921383122112688,8.629323580725742,1.6663331834702275,204.50312593837955,555.3797134383642,623.6829252339655,2.0
0.3715607385342176,0.6784099177525025,0.9925444170069508,6.097240810229319,880.0423961056633,175.5921177418853,543.279112392225,5.0
0.7212909500947696,0.04041856317960624,7.241310565873525,8.677562820857844,433.2532933816676,708.05943076775,294.25742194345133,1.0
0.5034910858348833,0.07579088466325845,1.6963555567365418,8.94662116558034,720.4872765868521,441.6113821565146,74.90772181755823,6.0
0.6617713766093253,0.7534342954325068,7.745781749196848,4.944179416718426,597.3781511730525,760.1771439022566,749.6570301407095,7.0
0.25356318966376834,0.1562091545465254,6.9957813342171775,2.7386407795547707,907.2371812977423,953.2391116778776,103.18255603954962,5.0
0.949793192092372,0.3818732064564279,6.1885439078993665,7.058141126188878,100.48787138463322,7.376785455225133,651.4994211425709,2.0
0.19400455051639065,0.013358319732543422,4.559969525714833,3.4138830045142763,444.9140666601601,379.53652753058645,527.8381551490255,4.0
0.3505905666850672,0.08471491515009133,0.5435863271485009,9.599665933296233,44.18129029474015,506.8484571632502,946.0621114805457,2.0
0.8862862728286656,0.6871306039168862,7.772442609847515,2.8501143510029547,14.537023932192804,881.9079426580537,743.9016694786058,9.0
0.5705661053890039,0.930340902438076,4.990148469924417,0.07715957026655285,354.55709860293365,308.50033815951406,180.30176987926475,8.0
0.3095865510054684,0.7677477253230345,3.75367748619981,2.0630665622640487,214.70820691575847,291.0468342547196,148.80083840639313,4.0
0.7479253747221022,0.9848235386380164,5.30270101075369,7.080413265406229,477.5929367928175,394.14028906403365,638.6267822298739,7.0
0.8714610584083279,0.4442752911162118,5.382643856792189,7.394088188844021,178.88492038272796,628.3654784335182,199.91958657403697,1.0
0.91141749898849,0.4729970533215049,7.4128873803836015,0.7494430047659817,997.0227235891144,620.1810525432078,85.6226221972287,7.0
0.35293454950018244,0.01046580293542565,6.636023090018535,0.5236328760955333,394.5002068259983,890.652587321694,545.6601998237326,6.0
0.33218062015932626,0.14639008651959906,4.5127308154452965,7.397951363105153,990.1282282925156,918.937624435284,678.2515551671304,1.0
0.3131992052367487,0.6686641080297935,4.884171619591592,7.744490721945425,89.62408747122763,953.1077156052396,301.3749019791068,5.0
0.617095768776518,0.2070587567089316,3.7822595345972494,1.3414317556338295,99.81261572097507,326.49506243891886,225.9273770850243,2.0
0.49376106194574,0.1899409252232825,1.2354889296312763,8.364407276200268,18.659643997445684,416.34589404102616,310.30561156531144,1.0
0.08336877869642978,0.4606413440342482,9.873766772991928,3.278417059872885,419.858765959038,150.45334604824788,313.74157563750464,4.0
0.9758085022831108,0.3757048990473824,8.33821076542798,6.921024607011177,219.43358585290616,195.72908632801412,544.5268129200048,3.0
